Variation ID	Chromosome	Region Start	Region End	Feature Type Class	Feature Type	Epigenome
rs927512	chr1	96931860	96934260	Histone	H3K27me3	HUES64
rs927512	chr1	96932420	96933920	Histone	H3K27me3	iPS 20b
rs927512	chr1	96932820	96933360	Histone	H3K27me3	iPS 20b
rs927512	chr1	96932880	96933140	Histone	H3K27me3	H1 hESC
rs1264882	chr1	111959888	111966918	Histone	H3K27ac	Placenta
rs1264882	chr1	111960940	111964820	Histone	H3K36me3	T cells (PB) Roadmap
rs1264882	chr1	111962580	111963700	Histone	H3K36me3	B cells (PB) Roadmap
rs1264882	chr1	111962600	111966920	Histone	H3K4me1	Placenta
rs1264882	chr1	111962780	111962980	Histone	H2BK20ac	H9
rs1264882	chr1	111962824	111963438	Open Chromatin	DNase1	Placenta
rs1264882	chr1	111962900	111963480	Histone	H3K4me1	H1-trophoblast
rs1264882	chr1	111962920	111964640	Histone	H3K36me3	Fetal Stomach
rs1264882	chr1	111962934	111963122	Histone	H3K4me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs1264882	chr1	111962940	111964640	Histone	H3K36me3	Fetal Adrenal Gland
rs4456089	chr1	114082820	114085440	Histone	H3K4me1	Fetal Intestine Small
rs4456089	chr1	114082854	114084865	Histone	H3K27ac	Fetal Intestine Small
rs4456089	chr1	114082913	114084885	Histone	H3K27ac	Fetal Intestine Large
rs4456089	chr1	114084140	114084600	Histone	H3K4me1	HUES48
rs4456089	chr1	114084140	114084940	Histone	H3K4me1	Fetal Intestine Large
rs4456089	chr1	114084180	114084900	Histone	H2BK12ac	IMR90
rs4456089	chr1	114084180	114085640	Histone	H2BK12ac	IMR 90
rs4456089	chr1	114084180	114085920	Histone	H4K8ac	IMR 90
rs4456089	chr1	114084209	114085652	Histone	H3K18ac	IMR90
rs4456089	chr1	114084220	114085660	Histone	H3K4me1	IMR 90
rs4456089	chr1	114084220	114085920	Histone	H2AK5ac	IMR90
rs4456089	chr1	114084220	114085580	Histone	H4K8ac	IMR90
rs4456089	chr1	114084224	114084859	Histone	H2BK20ac	IMR90
rs4456089	chr1	114084238	114084873	Histone	H2BK120ac	IMR 90
rs4456089	chr1	114084238	114085643	Histone	H2BK120ac	IMR90
rs4456089	chr1	114084260	114084900	Histone	H3K79me1	IMR 90
rs4456089	chr1	114084280	114085680	Histone	H3K14ac	IMR90
rs4456089	chr1	114084280	114085680	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs4456089	chr1	114084288	114085589	Histone	H3K4ac	IMR90
rs4456089	chr1	114084299	114085548	Histone	H3K4me2	IMR90
rs4456089	chr1	114084300	114084880	Histone	H3K14ac	IMR 90
rs4456089	chr1	114084320	114084920	Histone	H3K4me1	IMR90
rs4456089	chr1	114084327	114084948	Histone	H3K23ac	IMR90
rs4456089	chr1	114084339	114085611	Histone	H2BK15ac	IMR90
rs4456089	chr1	114084340	114084740	Histone	H3K4me1	HUES6
rs4456089	chr1	114084340	114084640	Histone	H3K79me1	IMR90
rs4456089	chr1	114084380	114084920	Histone	H3K79me2	IMR 90
rs4456089	chr1	114084380	114084844	Histone	H3K27ac	H1-mesenchymal
rs4456089	chr1	114084394	114084923	Histone	H3K27ac	Fetal Stomach
rs4456089	chr1	114084400	114084660	Histone	H3K4me1	iPS DF 19.11
rs4456089	chr1	114084400	114084600	Histone	H3K4me1	iPS 20b
rs4456089	chr1	114084400	114084840	Histone	H2AK5ac	IMR 90
rs4456089	chr1	114084400	114084760	Histone	H2AK5ac	H1-mesenchymal
rs4456089	chr1	114084412	114084674	Histone	H2BK120ac	H1-mesenchymal
rs4456089	chr1	114084420	114085120	Histone	H3K9me3	Monocytes-CD14+ (PB) Roadmap
rs4456089	chr1	114084420	114084780	Histone	H4K8ac	H1-mesenchymal
rs4456089	chr1	114084420	114084560	Histone	H3K4me1	iPS 20b
rs4456089	chr1	114084420	114084600	Histone	H3K79me1	H1-mesenchymal
rs4456089	chr1	114084440	114085060	Histone	H3K4me1	H1-trophoblast
rs4456089	chr1	114084446	114084656	Histone	H4K91ac	H1-mesenchymal
rs4456089	chr1	114084460	114084680	Histone	H2BK12ac	H1-trophoblast
rs4456089	chr1	114084460	114084680	Histone	H3K9me1	IMR 90
rs4456089	chr1	114084460	114084800	Histone	H2BK12ac	H1-mesenchymal
rs4456089	chr1	114084460	114084660	Histone	H3K4me1	H1-mesenchymal
rs4456089	chr1	114084520	114084980	Histone	H3K4me1	Gastric
rs4456089	chr1	114084520	114084720	Histone	H4K8ac	H1-trophoblast
rs4456089	chr1	114084520	114085080	Histone	H3K36me3	endodermal cell
rs17013326	chr1	114088760	114089820	Histone	H3K36me3	Fetal Intestine Small
rs17013326	chr1	114088860	114089800	Histone	H3K79me1	IMR 90
rs17013326	chr1	114088880	114089600	Histone	H3K79me2	IMR90
rs17013326	chr1	114088880	114089640	Histone	H3K79me2	IMR 90
rs17013326	chr1	114088900	114089400	Histone	H3K79me1	IMR90
rs17013326	chr1	114088920	114089560	Histone	H3K79me1	H1-mesenchymal
rs17013326	chr1	114088980	114089440	Histone	H3K4me1	HUES48
rs17013326	chr1	114089040	114089800	Histone	H3K9me3	Fetal Intestine Large
rs17013326	chr1	114089200	114089480	Histone	H3K4me1	HUES6
rs17013326	chr1	114089212	114089478	Histone	H3K4me3	T helper 17 cell
rs17013326	chr1	114089235	114089518	Open Chromatin	DNase1	iPS DF 6.9
rs17013326	chr1	114089260	114089540	Histone	H4K8ac	IMR 90
rs17013326	chr1	114089280	114089560	Histone	H3K14ac	IMR90
rs17013326	chr1	114089300	114089860	Histone	H3K36me3	Right Atrium
rs1113523	chr1	114127260	114130200	Histone	H3K36me3	endodermal cell
rs1113523	chr1	114127560	114130080	Histone	H3K36me3	neural stem progenitor cell
rs1113523	chr1	114129140	114130240	Histone	H3K36me3	Fetal Intestine Large
rs1113523	chr1	114129160	114129480	Histone	H3K36me3	Fetal Adrenal Gland
rs1113523	chr1	114129160	114130160	Histone	H3K36me3	neuron
rs1113523	chr1	114129180	114129800	Histone	H3K36me3	lung ENCSR465WKM
rs1113523	chr1	114129260	114129640	Histone	H3K36me3	T cells (PB) Roadmap
rs1217227	chr1	114139380	114140660	Histone	H3K9me3	iPS 20b
rs1217227	chr1	114139400	114139660	Histone	H3K9me3	CD4 positive alpha beta T cell
rs1217227	chr1	114139460	114140000	Histone	H3K9me3	lung ENCSR465WKM
rs1217227	chr1	114139480	114139900	Histone	H3K9me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs1217227	chr1	114139540	114139860	Histone	H3K9me3	naive thymus derived CD4 positive alpha beta T cell
rs1217227	chr1	114139540	114141100	Histone	H3K9me3	B cells (PB) Roadmap
rs1217227	chr1	114139580	114140620	Histone	H3K36me3	HUES48
rs1217227	chr1	114139580	114140040	Histone	H3K9me3	CD4 positive CD25 positive alpha beta regulatory T cell
rs1217227	chr1	114136600	114144780	Histone	H3K9me3	endodermal cell
rs1217227	chr1	114136600	114141760	Histone	H3K36me3	neural stem progenitor cell
rs1217227	chr1	114137160	114140520	Histone	H3K36me3	Placenta
rs1217227	chr1	114137560	114142240	Histone	H3K36me3	endodermal cell
rs1217227	chr1	114138100	114140720	Histone	H3K36me3	HUES64
rs1217227	chr1	114138100	114139800	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1217227	chr1	114138180	114141160	Histone	H3K36me3	HUES6
rs1217227	chr1	114138240	114144960	Histone	H3K9me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1217227	chr1	114138300	114144840	Histone	H3K9me3	common myeloid progenitor CD34 positive
rs1217227	chr1	114138800	114140660	Histone	H3K9me3	iPS 20b
rs1217227	chr1	114138860	114141160	Histone	H3K36me3	neuron
rs1217227	chr1	114139000	114140000	Histone	H3K36me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs1217227	chr1	114139020	114140840	Histone	H3K9me3	HUES64
rs1217227	chr1	114139160	114140980	Histone	H3K36me3	lung ENCSR465WKM
rs1217227	chr1	114139180	114140040	Histone	H3K9me3	Fetal Muscle Trunk
rs1217227	chr1	114139280	114140020	Histone	H3K36me3	Fetal Muscle Trunk
rs1217227	chr1	114139300	114140040	Histone	H3K36me3	iPS-20b
rs1217227	chr1	114139320	114140000	Histone	H3K9me3	HUES6
rs1217227	chr1	114139340	114141500	Histone	H3K36me3	Fetal Intestine Large
rs1217227	chr1	114139340	114140080	Histone	H3K36me3	Fetal Adrenal Gland
rs1217227	chr1	114139340	114140660	Histone	H3K9me3	neural stem progenitor cell
rs1217227	chr1	114139340	114139780	Histone	H3K36me3	Fetal Muscle Leg
rs1217227	chr1	114139360	114140900	Histone	H3K9me3	Fetal Muscle Leg
rs1217227	chr1	114139360	114141060	Histone	H3K9me3	neutrophil
rs1217226	chr1	114136600	114144780	Histone	H3K9me3	endodermal cell
rs1217226	chr1	114136600	114141760	Histone	H3K36me3	neural stem progenitor cell
rs1217226	chr1	114137160	114140520	Histone	H3K36me3	Placenta
rs1217226	chr1	114137560	114142240	Histone	H3K36me3	endodermal cell
rs1217226	chr1	114138100	114140720	Histone	H3K36me3	HUES64
rs1217226	chr1	114138180	114141160	Histone	H3K36me3	HUES6
rs1217226	chr1	114138240	114144960	Histone	H3K9me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1217226	chr1	114138300	114144840	Histone	H3K9me3	common myeloid progenitor CD34 positive
rs1217226	chr1	114138800	114140660	Histone	H3K9me3	iPS 20b
rs1217226	chr1	114138860	114141160	Histone	H3K36me3	neuron
rs1217226	chr1	114139000	114140000	Histone	H3K36me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs1217226	chr1	114139020	114140840	Histone	H3K9me3	HUES64
rs1217226	chr1	114139160	114140980	Histone	H3K36me3	lung ENCSR465WKM
rs1217226	chr1	114139180	114140040	Histone	H3K9me3	Fetal Muscle Trunk
rs1217226	chr1	114139280	114140020	Histone	H3K36me3	Fetal Muscle Trunk
rs1217226	chr1	114139300	114140040	Histone	H3K36me3	iPS-20b
rs1217226	chr1	114139320	114140000	Histone	H3K9me3	HUES6
rs1217226	chr1	114139340	114141500	Histone	H3K36me3	Fetal Intestine Large
rs1217226	chr1	114139340	114140080	Histone	H3K36me3	Fetal Adrenal Gland
rs1217226	chr1	114139340	114140660	Histone	H3K9me3	neural stem progenitor cell
rs1217226	chr1	114139360	114140900	Histone	H3K9me3	Fetal Muscle Leg
rs1217226	chr1	114139360	114141060	Histone	H3K9me3	neutrophil
rs1217226	chr1	114139380	114140660	Histone	H3K9me3	iPS 20b
rs1217226	chr1	114139460	114140000	Histone	H3K9me3	lung ENCSR465WKM
rs1217226	chr1	114139540	114141100	Histone	H3K9me3	B cells (PB) Roadmap
rs1217226	chr1	114139580	114140620	Histone	H3K36me3	HUES48
rs1217226	chr1	114139580	114140040	Histone	H3K9me3	CD4 positive CD25 positive alpha beta regulatory T cell
rs1217226	chr1	114139660	114144900	Histone	H3K9me3	Fetal Adrenal Gland
rs1217226	chr1	114139840	114140060	Histone	H3K9me3	neuron
rs1217226	chr1	114139860	114140040	Histone	H3K36me3	H1 hESC
rs1217226	chr1	114139880	114140620	Histone	H3K36me3	kidney
rs1217200	chr1	114158680	114161160	Histone	H3K36me3	neural stem progenitor cell
rs1217200	chr1	114160120	114161800	Histone	H3K36me3	endodermal cell
rs1217200	chr1	114160580	114161820	Histone	H3K4me1	Fetal Muscle Leg
rs1217200	chr1	114160640	114161820	Histone	H3K36me3	Fetal Stomach
rs1217200	chr1	114160660	114161780	Histone	H3K36me3	Fetal Intestine Small
rs1217200	chr1	114160966	114161145	Histone	H2BK20ac	H9
rs1217200	chr1	114161000	114161840	Histone	H3K36me3	Fetal Muscle Leg
rs1217200	chr1	114161000	114161560	Histone	H3K36me3	Right Atrium
rs1217200	chr1	114161060	114161860	Histone	H3K36me3	Fetal Intestine Large
rs1217200	chr1	114161080	114161520	Histone	H3K36me3	sigmoid colon
rs1217200	chr1	114161100	114161520	Histone	H3K4me1	iPS DF 19.11
rs1217200	chr1	114161113	114161272	Histone	H2BK120ac	H9
rs1230666	chr1	114170980	114173460	Histone	H3K9me3	common myeloid progenitor CD34 positive
rs1230666	chr1	114171300	114174000	Histone	H3K9me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1230666	chr1	114171960	114174080	Histone	H3K36me3	Fetal Intestine Large
rs1230666	chr1	114171980	114173940	Histone	H3K9me3	Monocytes-CD14+ (PB) Roadmap
rs1230666	chr1	114172000	114174160	Histone	H3K36me3	Fetal Intestine Small
rs1230666	chr1	114172100	114174160	Histone	H3K36me3	Fetal Stomach
rs1230666	chr1	114172160	114173960	Histone	H3K36me3	neural stem progenitor cell
rs1230666	chr1	114172260	114174120	Histone	H3K36me3	Fetal Adrenal Gland
rs1230666	chr1	114172300	114173680	Histone	H3K36me3	Fetal Muscle Trunk
rs1230666	chr1	114172300	114173800	Histone	H3K9me3	Fetal Stomach
rs1230666	chr1	114172320	114173960	Histone	H3K4me1	Placenta
rs1230666	chr1	114172360	114173560	Histone	H3K36me3	IMR 90
rs1230666	chr1	114172360	114173940	Histone	H3K4me1	H1-trophoblast
rs1230666	chr1	114172400	114174080	Histone	H3K4me1	iPS DF 19.11
rs1230666	chr1	114172400	114173840	Histone	H3K36me3	H1-mesenchymal
rs1230666	chr1	114172420	114173940	Histone	H3K9me3	Lung
rs1230666	chr1	114172460	114174120	Histone	H3K4me1	HUES6
rs1230666	chr1	114172480	114173920	Histone	H3K27me3	T cells (PB) Roadmap
rs1230666	chr1	114172480	114173520	Histone	H3K36me3	lung ENCSR465WKM
rs1230666	chr1	114172480	114174140	Histone	H3K36me3	Lung
rs1230666	chr1	114172500	114174160	Histone	H3K36me3	Fetal Muscle Leg
rs1230666	chr1	114172506	114173515	Histone	H3K27ac	Placenta
rs1230666	chr1	114172560	114174100	Histone	H3K4me1	HUES48
rs1230666	chr1	114172660	114173820	Histone	H2BK12ac	H1-trophoblast
rs1230666	chr1	114172700	114173940	Histone	H3K79me1	H1-trophoblast
rs1230666	chr1	114172740	114174100	Histone	H3K36me3	sigmoid colon
rs1230666	chr1	114172820	114173960	Histone	H3K14ac	H1-trophoblast
rs1230666	chr1	114172820	114173420	Histone	H3K4me1	iPS 15b
rs1230666	chr1	114173100	114173580	Histone	H3K36me3	iPS DF 19.11
rs1230666	chr1	114173160	114173421	Histone	H3K27ac	Fetal Stomach
rs1230666	chr1	114173240	114173600	Histone	H3K4me1	iPS 20b
rs1230666	chr1	114173280	114173500	Histone	H4K8ac	H1-trophoblast
rs1230666	chr1	114173300	114173860	Histone	H3K36me3	Gastric
rs1230666	chr1	114173320	114173760	Histone	H3K36me3	Pancreas
rs1230666	chr1	114173320	114173860	Histone	H3K36me3	H1-trophoblast
rs1230666	chr1	114173320	114173780	Histone	H2AK5ac	H1-trophoblast
rs1230666	chr1	114173326	114173603	Histone	H4K91ac	H1-mesenchymal
rs1230666	chr1	114173340	114173880	Histone	H3K79me1	H1-mesenchymal
rs1230666	chr1	114173360	114173640	Histone	H3K14ac	H9
rs1230666	chr1	114173369	114173536	Histone	H2BK5ac	H1-neuronal progenitor
rs1230658	chr1	114213400	114220760	Histone	H3K36me3	neural stem progenitor cell
rs1230658	chr1	114216780	114220600	Histone	H3K36me3	endodermal cell
rs1230658	chr1	114217080	114219020	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs1230658	chr1	114217320	114218760	Histone	H3K36me3	Fetal Muscle Leg
rs1230658	chr1	114217380	114218580	Histone	H3K4me1	IMR 90
rs1230658	chr1	114217520	114219160	Histone	H3K36me3	Fetal Stomach
rs1230658	chr1	114217600	114219460	Histone	H3K36me3	Fetal Muscle Trunk
rs1230658	chr1	114218140	114218480	Histone	H3K14ac	IMR90
rs1230658	chr1	114218160	114218640	Histone	H3K36me3	Fetal Intestine Small
rs1230658	chr1	114218180	114218520	Histone	H3K79me1	IMR 90
rs1230658	chr1	114218244	114218582	Histone	H3K27ac	Fetal Intestine Large
rs1230658	chr1	114218280	114218600	Histone	H3K36me3	lung ENCSR465WKM
rs1230649	chr1	114222360	114300880	Histone	H3K36me3	neural stem progenitor cell
rs1230649	chr1	114237160	114244460	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1230649	chr1	114243260	114245180	Histone	H3K4me1	HUES64
rs1230649	chr1	114243400	114244900	Histone	H3K4me1	HUES48
rs1230649	chr1	114243620	114244460	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs1230649	chr1	114243680	114244400	Histone	H3K4me1	iPS 20b
rs1230649	chr1	114243720	114246120	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1230649	chr1	114243720	114244400	Histone	H3K4me1	HUES6
rs1230649	chr1	114243740	114244400	Histone	H3K4me1	iPS 20b
rs1230649	chr1	114243840	114244440	Histone	H3K36me3	endodermal cell
rs1230649	chr1	114243840	114244860	Histone	H3K4me1	CD4 positive alpha beta T cell
rs1230649	chr1	114243840	114244200	Histone	H3K4me1	H1 hESC
rs1230649	chr1	114243860	114244640	Histone	H3K36me3	common myeloid progenitor CD34 positive
rs1230649	chr1	114243860	114244280	Histone	H3K36me3	iPS-20b
rs1230649	chr1	114243880	114244260	Histone	H3K36me3	HUES64
rs1230649	chr1	114243940	114244600	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs1230649	chr1	114243960	114244260	Histone	H3K36me3	iPS-20b
rs1230649	chr1	114243980	114244880	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs1230649	chr1	114244020	114244460	Histone	H3K36me3	Fetal Stomach
rs1230649	chr1	114244064	114244369	Open Chromatin	DNase1	iPS DF 6.9
rs1230649	chr1	114244072	114244376	Open Chromatin	DNase1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1230649	chr1	114244080	114244440	Histone	H3K36me3	Fetal Intestine Small
rs1230649	chr1	114244080	114244420	Histone	H3K36me3	IMR 90
rs1230649	chr1	114244080	114244700	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs1230649	chr1	114244100	114244720	Histone	H3K4me1	B cells (PB) Roadmap
rs1230649	chr1	114244120	114244400	Histone	H4K8ac	IMR 90
rs1230649	chr1	114244120	114244400	Histone	H3K4me1	iPS DF 19.11
rs1230649	chr1	114244120	114244360	Histone	H4K8ac	H1-mesenchymal
rs1230649	chr1	114244140	114244380	Histone	H3K14ac	H9
rs1230649	chr1	114244140	114244280	Histone	H3K36me3	H1-mesenchymal
rs1230649	chr1	114244158	114244377	Open Chromatin	DNase1	iPS DF 19.11
rs1230649	chr1	114244160	114244420	Histone	H3K4me1	neural stem progenitor cell
rs1230649	chr1	114244171	114244439	Histone	H3K27ac	Fetal Thymus
rs6679677	chr1	114299769	114303893	Histone	H3K27ac	common myeloid progenitor CD34 positive
rs6679677	chr1	114299886	114304099	Histone	H3K4me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs6679677	chr1	114300169	114304014	Histone	H3K4me3	common myeloid progenitor CD34 positive
rs6679677	chr1	114301580	114304760	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs6679677	chr1	114301700	114305660	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs6679677	chr1	114302180	114303820	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs6679677	chr1	114302220	114304140	Histone	H3K79me1	IMR 90
rs6679677	chr1	114302300	114303960	Histone	H3K4me1	neutrophil
rs6679677	chr1	114302740	114304260	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs6679677	chr1	114303140	114311560	Histone	H3K36me3	neural stem progenitor cell
rs6679677	chr1	114303380	114303840	Histone	H3K4me1	H1 hESC
rs6679677	chr1	114303620	114304040	Histone	H3K4me1	HUES48
rs6679677	chr1	114303735	114304107	Histone	H3K27ac	naive thymus derived CD4 positive alpha beta T cell
rs6679677	chr1	114303780	114304080	Histone	H3K4me1	HUES6
rs6679677	chr1	114303780	114304200	Histone	H3K4me1	endodermal cell
rs6679677	chr1	114303789	114303978	Histone	H2BK20ac	H9
rs6679677	chr1	114303800	114303960	Histone	H3K4me1	HUES64
rs1217396	chr1	114334080	114342340	Histone	H3K36me3	neural stem progenitor cell
rs1217396	chr1	114334680	114341120	Histone	H3K36me3	B cells (PB) Roadmap
rs1217396	chr1	114334740	114340980	Histone	H3K36me3	common myeloid progenitor CD34 positive
rs1217396	chr1	114334780	114341220	Histone	H3K36me3	Monocytes-CD14+ (PB) Roadmap
rs1217396	chr1	114334780	114340840	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs1217396	chr1	114334780	114338360	Histone	H3K36me3	neuron
rs1217396	chr1	114335220	114341360	Histone	H3K36me3	HUES64
rs1217396	chr1	114335620	114339140	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs1217396	chr1	114335680	114339100	Histone	H3K36me3	endodermal cell
rs1217396	chr1	114335900	114338360	Histone	H3K36me3	HUES6
rs1217396	chr1	114336900	114338340	Histone	H3K36me3	Fetal Adrenal Gland
rs1217396	chr1	114336940	114338340	Histone	H3K36me3	Fetal Muscle Trunk
rs1217396	chr1	114336940	114338340	Histone	H3K36me3	HUES48
rs1217396	chr1	114337080	114341100	Histone	H3K36me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs1217396	chr1	114337120	114340800	Histone	H3K36me3	neutrophil
rs1217396	chr1	114337160	114339140	Histone	H3K36me3	iPS-20b
rs1217396	chr1	114337220	114340740	Histone	H3K36me3	Natural Killer cells (PB)
rs1217396	chr1	114337520	114341000	Histone	H3K36me3	Placenta
rs1217396	chr1	114337580	114338260	Histone	H3K36me3	Fetal Muscle Leg
rs1217396	chr1	114337640	114338300	Histone	H3K79me1	IMR 90
rs1217396	chr1	114337660	114338280	Histone	H3K36me3	Fetal Thymus
rs1217396	chr1	114337660	114338240	Histone	H3K4me1	lung ENCSR465WKM
rs1217396	chr1	114337700	114338520	Histone	H3K36me3	lung ENCSR465WKM
rs1217396	chr1	114337880	114338240	Histone	H3K36me3	CD4 positive CD25 positive alpha beta regulatory T cell
rs1217396	chr1	114337880	114338260	Histone	H3K36me3	Fetal Intestine Large
rs1217396	chr1	114338062	114338285	Histone	H3K4me3	CD4 positive alpha beta T cell
rs2488457	chr1	114408440	114418100	Histone	H3K4me1	neutrophil
rs2488457	chr1	114408500	114418040	Histone	H3K4me1	CD4 positive alpha beta T cell ENCSR948ZKZ
rs2488457	chr1	114409040	114416080	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs2488457	chr1	114409780	114418980	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs2488457	chr1	114410000	114417920	Histone	H3K4me1	CD4 positive CD25 positive alpha beta regulatory T cell
rs2488457	chr1	114410167	114417936	Histone	H3K27ac	T helper 17 cell
rs2488457	chr1	114410200	114415640	Histone	H3K4me1	B cells (PB) Roadmap
rs2488457	chr1	114410210	114418053	Histone	H3K27ac	CD4 positive alpha beta T cell
rs2488457	chr1	114410759	114415633	Histone	H3K4me3	CD4 positive alpha beta T cell
rs2488457	chr1	114411888	114415553	Histone	H3K4me3	T cells (PB) Roadmap
rs2488457	chr1	114411992	114417663	Histone	H3K27ac	T cells (PB) Roadmap
rs2488457	chr1	114412038	114419063	Histone	H3K27ac	Natural Killer cells (PB)
rs2488457	chr1	114412194	114416030	Histone	H3K27ac	naive thymus derived CD4 positive alpha beta T cell
rs2488457	chr1	114412198	114415502	Histone	H3K4me3	T helper 17 cell
rs2488457	chr1	114412220	114418100	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs2488457	chr1	114412855	114415666	Histone	H3K27ac	Fetal Thymus
rs2488457	chr1	114412881	114415774	Histone	H3K27ac	CD4 positive alpha beta memory T cell
rs2488457	chr1	114412920	114415560	Histone	H3K4me1	Fetal Thymus
rs2488457	chr1	114412954	114415608	Histone	H3K4me3	neutrophil
rs2488457	chr1	114413089	114415510	Histone	H3K27ac	B cells (PB) Roadmap
