Variation ID	Chromosome	GAD ID	Association	Associated SNPs	Phenotype	Disease Class	Gene	Reference	PubMed	p-Value	Population	Entrez Gene
rs1217226	chr1	683211			Tobacco Use Disorder	CHEMDEPENDENCY	MAGI3	Rose J  et al.  2010	20379614			260425
rs1217226	chr1	719085	Y	rs2153977	Glucose	METABOLIC	MAGI3		0	0.00		260425
rs1217226	chr1	719421	Y	rs12035317	Glucose	METABOLIC	MAGI3		0	0.00		260425
rs1217200	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs1217200	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs1217200	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs1217200	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs1217200	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs1217200	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs1217200	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1217200	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1217200	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1217200	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1217200	chr1	683211			Tobacco Use Disorder	CHEMDEPENDENCY	MAGI3	Rose J  et al.  2010	20379614			260425
rs1217200	chr1	719085	Y	rs2153977	Glucose	METABOLIC	MAGI3		0	0.00		260425
rs1217200	chr1	719421	Y	rs12035317	Glucose	METABOLIC	MAGI3		0	0.00		260425
rs1230666	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs1230666	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs1230666	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs1230666	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs1230666	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs1230666	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs1230666	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230666	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230666	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230666	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230666	chr1	683211			Tobacco Use Disorder	CHEMDEPENDENCY	MAGI3	Rose J  et al.  2010	20379614			260425
rs1230666	chr1	719085	Y	rs2153977	Glucose	METABOLIC	MAGI3		0	0.00		260425
rs1230666	chr1	719421	Y	rs12035317	Glucose	METABOLIC	MAGI3		0	0.00		260425
rs1230658	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs1230658	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs1230658	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs1230658	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs1230658	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs1230658	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs1230658	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230658	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230658	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230658	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230658	chr1	683211			Tobacco Use Disorder	CHEMDEPENDENCY	MAGI3	Rose J  et al.  2010	20379614			260425
rs1230658	chr1	719085	Y	rs2153977	Glucose	METABOLIC	MAGI3		0	0.00		260425
rs1230658	chr1	719421	Y	rs12035317	Glucose	METABOLIC	MAGI3		0	0.00		260425
rs1230649	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs1230649	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs1230649	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs1230649	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs1230649	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs1230649	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs1230649	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230649	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230649	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230649	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1230649	chr1	707918			Diabetes Mellitus, Type 1	IMMUNE	PHTF1	Deborah J Smyth  et al.  2008	18305142			10745
rs1230649	chr1	708723			Tobacco Use Disorder	CHEMDEPENDENCY	PHTF1	Rose J  et al.  2010	20379614			10745
rs1230649	chr1	599297	Y	rs6679677-A	type 1 diabetes	IMMUNE	PHTF1	Todd ,et al. 2007	17554260		 	10745
rs6679677	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs6679677	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs6679677	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs6679677	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs6679677	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs6679677	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs6679677	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs6679677	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs6679677	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs6679677	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1217396	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs1217396	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs1217396	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs1217396	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs1217396	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs1217396	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs1217396	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1217396	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1217396	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1217396	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1217396	chr1	570331			Arthritis|Arthritis, Juvenile Rheumatoid|Arthritis, Rheumatoid|Autoimmune Diseases|Lupus Erythematosus, Systemic	IMMUNE	RSBN1	Sampath Prahalad  , et al.  Arthritis and rheumatism  2009 60(7):2124-30	19565500			54665
rs1217396	chr1	677820			Diabetes Mellitus, Type 1	IMMUNE	RSBN1	Deborah J Smyth  et al.  2008	18305142			54665
rs1217396	chr1	681449			Tobacco Use Disorder	CHEMDEPENDENCY	RSBN1	Rose J  et al.  2010	20379614			54665
rs2488457	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs2488457	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs2488457	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs2488457	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs2488457	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs2488457	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs2488457	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs2488457	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs2488457	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs2488457	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1235005	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs1235005	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs1235005	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs1235005	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs1235005	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs1235005	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs1235005	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1235005	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1235005	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs1235005	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs10776775	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs10776775	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs10776775	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs10776775	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs10776775	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs10776775	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs10776775	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs10776775	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs10776775	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs10776775	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs3811019	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs3811019	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs3811019	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs3811019	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs3811019	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs3811019	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs3811019	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs3811019	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs3811019	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs3811019	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs742872	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs742872	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs742872	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs742872	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs742872	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs742872	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs742872	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs742872	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs742872	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs742872	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs742871	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs742871	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs742871	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs742871	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs742871	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs742871	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs742871	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs742871	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs742871	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs742871	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs10489532	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs10489532	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs10489532	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs10489532	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs10489532	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs10489532	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs10489532	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs10489532	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs10489532	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs10489532	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs973836	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs973836	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs973836	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs973836	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs973836	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs973836	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs973836	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs973836	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs973836	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs973836	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs17547358	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs17547358	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs17547358	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs17547358	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs17547358	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs17547358	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs17547358	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs17547358	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs17547358	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs17547358	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs7556598	chr1	721327	Y	rs10799771	Insulin	METABOLIC	EPHB2		0	0.00		2048
rs7556598	chr1	721474	Y	rs10799771	Insulin Resistance	METABOLIC	EPHB2		0	0.00		2048
rs7556598	chr1	747900	Y	rs3748682	Hypothyroidism	METABOLIC	MTF1	Nicholas Eriksson et al. PloS one 2012	22493691	0.00		4520
rs7556598	chr1	746176	Y	rs12037173	Attention Deficit Disorder with Hyperactivity	PSYCH	AGBL3	Eric Mick et al. Journal of the American Academy of Child and Adolescent Psychiatry 2011	21784300	0.00		340351
rs7556598	chr1	729653	Y	rs5023291	Glomerular Filtration Rate	RENAL	NTNG1	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		22854
rs7556598	chr1	744805	Y	rs10494067	Anorexia Nervosa	PSYCH	NTNG1	K Wang et al. Molecular psychiatry 2011	21079607	0.00		22854
rs7556598	chr1	714751	Y	rs12731224	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs7556598	chr1	714992	Y	rs1373337	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs7556598	chr1	714970	Y	rs1444038	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs7556598	chr1	714961	Y	rs12735678	Body Mass Index	METABOLIC	NTNG1		0	0.00		22854
rs17019726	chr1	682306	N		Acquired Immunodeficiency Syndrome|Disease Progression	INFECTION	TATDN3	Hendrickson SL  et al.  2011	20877624			128387
rs640333	chr1	735529	Y	rs10495214	Triglycerides	METABOLIC	CAPN8	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		388743
rs10926688	chr1	682256			autism	PSYCH	PLD5	Anney R  et al.  2010	20663923			200150
rs10926688	chr1	682257			Tobacco Use Disorder	CHEMDEPENDENCY	PLD5	Rose J  et al.  2010	20379614			200150
rs10926688	chr1	571942			Multiple Sclerosis	IMMUNE	PLD5	J L McCauley  , et al.  Genes and immunity  2009 10(7):624-30	19626040			200150
rs10926688	chr1	726057	Y	rs2574669	Socioeconomic Factors	OTHER	PLD5		0	0.00		200150
rs10926688	chr1	729899	Y	rs2217881	Urinalysis	RENAL	PLD5	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		200150
rs17149833	chr10	741427	Y	rs10508343	Precursor Cell Lymphoblastic Leukemia-Lymphoma	CANCER	C7orf10	Jun J Yang et al. JAMA : the journal of the American Medical Association 2009	19176441	0.00		79783
rs17149833	chr10	570247	N		Alzheimer's disease   	NEUROLOGICAL	CUGBP2	Andrew Grupe  , et al.  American journal of human genetics  2006 78(1):78-88	16385451		MISSOURI	10659
rs17149833	chr10	681385			Narcolepsy	NEUROLOGICAL	CUGBP2	Shimada M  et al.  2010	20677014			10659
rs17149833	chr10	681386	N		Type 2 Diabetes| edema | rosiglitazone	PHARMACOGENOMIC	CUGBP2	Bailey SD  et al.  2010	20628086			10659
rs17149833	chr10	681387			Tobacco Use Disorder	CHEMDEPENDENCY	CUGBP2	Rose J  et al.  2010	20379614			10659
rs17149833	chr10	719651	Y	rs675870	Heart Failure	CARDIOVASCULAR	CELF2		0	0.00		10659
rs4237348	chr10	741427	Y	rs10508343	Precursor Cell Lymphoblastic Leukemia-Lymphoma	CANCER	C7orf10	Jun J Yang et al. JAMA : the journal of the American Medical Association 2009	19176441	0.00		79783
rs4237348	chr10	563999			hypertension	CARDIOVASCULAR	CACNB2	Daniel Levy  , et al.  Nature genetics  2009 May	19430479			783
rs4237348	chr10	564000			Migraine without Aura	NEUROLOGICAL	CACNB2	Dale R Nyholt  , et al.  Human molecular genetics  2008 17(21):3318-31	18676988		FINLAND	783
rs4237348	chr10	564001			Tobacco Use Disorder	CHEMDEPENDENCY	CACNB2	George R Uhl  , et al.  Archives of general psychiatry  2008 65(6):683-93	18519826			783
rs4237348	chr10	564002	N		Alzheimer's disease   	NEUROLOGICAL	CACNB2	Andrew Grupe  , et al.  American journal of human genetics  2006 78(1):78-88	16385451		MISSOURI	783
rs4237348	chr10	600241	Y		smoking cessation	CHEMDEPENDENCY	CACNB2	Uhl ,et al. Pharmacogenomics 2010	20235792			783
rs4237348	chr10	597124	Y	rs11014166-A	Diastolic blood pressure	CARDIOVASCULAR	CACNB2	Levy ,et al. 2009	19430479		 	783
rs4237348	chr10	597125	Y	rs11014166-A	hypertension	CARDIOVASCULAR	CACNB2	Levy ,et al. 2009	19430479		 	783
rs4237348	chr10	597126	Y	rs11014166-A	systolic blood pressure	CARDIOVASCULAR	CACNB2	Levy ,et al. 2009	19430479		 	783
rs4237348	chr10	597127	Y	rs7069923-C	quantitative traits	OTHER	CACNB2	Lowe ,et al. 2009	19197348		PACIFIC ISLANDS	783
rs4237348	chr10	597128	Y	rs7076247-?	protein quantitative trait loci	OTHER	CACNB2	Melzer ,et al. 2008	18464913		 	783
